"replicate";"Species";"Abundance";"Time";"Island"
41;"HALPEN";0;"Current";"TRE"
41;"HALPOE";3;"Current";"TRE"
41;"HALSPP";0;"Current";"TRE"
41;"HETCRU";0;"Current";"TRE"
41;"HOLADS";0;"Current";"TRE"
41;"HOLCIL";0;"Current";"TRE"
41;"HOLTRI";0;"Current";"TRE"
41;"HYPFIS";0;"Current";"TRE"
41;"KYPSPP";0;"Current";"TRE"
41;"LABCRI";0;"Current";"TRE"
41;"LABNUC";0;"Current";"TRE"
41;"LUTALE";0;"Current";"TRE"
41;"LUTJOC";0;"Current";"TRE"
41;"MALDEL";0;"Current";"TRE"
41;"MALMAC";0;"Current";"TRE"
41;"MALZAL";0;"Current";"TRE"
41;"MICCHR";0;"Current";"TRE"
41;"MYRJAC";0;"Current";"TRE"
41;"OCYCHR";0;"Current";"TRE"
41;"ODODEN";0;"Current";"TRE"
41;"OPHTRI";0;"Current";"TRE"
41;"OPIAUR";0;"Current";"TRE"
41;"ORTRUB";0;"Current";"TRE"
41;"PAGPAG";0;"Current";"TRE"
41;"PARFUR";0;"Current";"TRE"
41;"PARLIN";0;"Current";"TRE"
41;"PARMAR";0;"Current";"TRE"
41;"PARMOR";0;"Current";"TRE"
41;"PARPIL";0;"Current";"TRE"
41;"PEMSCH";0;"Current";"TRE"
41;"POMARC";0;"Current";"TRE"
41;"POMPAR";0;"Current";"TRE"
41;"PRIARE";0;"Current";"TRE"
41;"PSEMAC";2;"Current";"TRE"
41;"PSEPER";0;"Current";"TRE"
41;"PTERAN";0;"Current";"TRE"
41;"RYPSAP";0;"Current";"TRE"
41;"SCATRI";0;"Current";"TRE"
41;"SCAZEL";0;"Current";"TRE"
41;"SCOBRA";0;"Current";"TRE"
41;"SCOIST";0;"Current";"TRE"
41;"SCOPLU";0;"Current";"TRE"
41;"SELSET";0;"Current";"TRE"
41;"SERBAL";0;"Current";"TRE"
41;"SERFLA";0;"Current";"TRE"
41;"SPAAMP";0;"Current";"TRE"
41;"SPAAXI";1;"Current";"TRE"
41;"SPAFRO";0;"Current";"TRE"
41;"SPASPP";0;"Current";"TRE"
41;"SPATUI";0;"Current";"TRE"
41;"SPHSPE";0;"Current";"TRE"
41;"SPHSPP";0;"Current";"TRE"
41;"STEFUS";0;"Current";"TRE"
41;"STEHIS";0;"Current";"TRE"
41;"STEPIC";0;"Current";"TRE"
41;"STEVAR";0;"Current";"TRE"
41;"SYNINT";0;"Current";"TRE"
41;"SYNSPP";0;"Current";"TRE"
41;"SYNSYN";0;"Current";"TRE"
41;"THANOR";0;"Current";"TRE"
42;"ABUSAX";0;"Current";"TRE"
42;"ACABAH";7;"Current";"TRE"
42;"ACACHI";2;"Current";"TRE"
42;"ACACOE";0;"Current";"TRE"
42;"ACAPOL";0;"Current";"TRE"
42;"ACAQUA";0;"Current";"TRE"
42;"AHLEGM";0;"Current";"TRE"
42;"ALPAFE";0;"Current";"TRE"
42;"AMBPIN";0;"Current";"TRE"
42;"ANISUR";0;"Current";"TRE"
42;"ANIVIR";0;"Current";"TRE"
42;"AULSTR";0;"Current";"TRE"
42;"AZUMUL";0;"Current";"TRE"
42;"BALVET";0;"Current";"TRE"
42;"BODPUL";0;"Current";"TRE"
42;"BODRUF";0;"Current";"TRE"
42;"CALPEN";0;"Current";"TRE"
42;"CANFIG";0;"Current";"TRE"
42;"CANMAC";0;"Current";"TRE"
42;"CANPUL";0;"Current";"TRE"
42;"CARBAR";0;"Current";"TRE"
42;"CARCRY";0;"Current";"TRE"
42;"CARLAT";0;"Current";"TRE"
42;"CARRUB";0;"Current";"TRE"
42;"CEPFUL";0;"Current";"TRE"
42;"CHAFAB";0;"Current";"TRE"
42;"CHASED";0;"Current";"TRE"
42;"CHASTR";2;"Current";"TRE"
42;"CHIRET";0;"Current";"TRE"
42;"CHISPI";0;"Current";"TRE"
42;"CHRJUB";0;"Current";"TRE"
42;"CLEBRA";0;"Current";"TRE"
42;"CORSPP";0;"Current";"TRE"
42;"CORGLA";0;"Current";"TRE"
42;"CORTHR";0;"Current";"TRE"
42;"CRYROS";0;"Current";"TRE"
42;"CTESAE";0;"Current";"TRE"
42;"DACVOL";0;"Current";"TRE"
42;"DERINE";0;"Current";"TRE"
42;"DIOHOL";0;"Current";"TRE"
42;"DIOHYS";0;"Current";"TRE"
42;"DIPARG";0;"Current";"TRE"
42;"DIPRAD";2;"Current";"TRE"
42;"DULAUR";0;"Current";"TRE"
42;"ELAFIG";0;"Current";"TRE"
42;"FISSPP";0;"Current";"TRE"
42;"GOBKAL";0;"Current";"TRE"
42;"GRABRA";0;"Current";"TRE"
42;"GYMFUN";0;"Current";"TRE"
42;"GYMMIL";0;"Current";"TRE"
42;"GYMMOR";0;"Current";"TRE"
42;"GYMVIC";0;"Current";"TRE"
42;"HAEATL";0;"Current";"TRE"
42;"HAEAUR";20;"Current";"TRE"
42;"HAEPAR";0;"Current";"TRE"
42;"HAEPLU";0;"Current";"TRE"
42;"HALBRA";0;"Current";"TRE"
42;"HALDIM";0;"Current";"TRE"
42;"HALPEN";0;"Current";"TRE"
42;"HALPOE";3;"Current";"TRE"
42;"HALSPP";0;"Current";"TRE"
42;"HETCRU";0;"Current";"TRE"
42;"HOLADS";1;"Current";"TRE"
42;"HOLCIL";0;"Current";"TRE"
42;"HOLTRI";0;"Current";"TRE"
42;"HYPFIS";0;"Current";"TRE"
42;"KYPSPP";0;"Current";"TRE"
42;"LABCRI";0;"Current";"TRE"
42;"LABNUC";0;"Current";"TRE"
42;"LUTALE";0;"Current";"TRE"
42;"LUTJOC";0;"Current";"TRE"
42;"MALDEL";0;"Current";"TRE"
42;"MALMAC";0;"Current";"TRE"
42;"MALZAL";0;"Current";"TRE"
42;"MICCHR";0;"Current";"TRE"
42;"MYRJAC";0;"Current";"TRE"
42;"OCYCHR";0;"Current";"TRE"
42;"ODODEN";0;"Current";"TRE"
42;"OPHTRI";0;"Current";"TRE"
42;"OPIAUR";0;"Current";"TRE"
42;"ORTRUB";0;"Current";"TRE"
42;"PAGPAG";0;"Current";"TRE"
42;"PARFUR";0;"Current";"TRE"
42;"PARLIN";0;"Current";"TRE"
42;"PARMAR";0;"Current";"TRE"
42;"PARMOR";0;"Current";"TRE"
42;"PARPIL";0;"Current";"TRE"
42;"PEMSCH";0;"Current";"TRE"
42;"POMARC";0;"Current";"TRE"
42;"POMPAR";0;"Current";"TRE"
42;"PRIARE";0;"Current";"TRE"
42;"PSEMAC";3;"Current";"TRE"
42;"PSEPER";0;"Current";"TRE"
42;"PTERAN";0;"Current";"TRE"
42;"RYPSAP";0;"Current";"TRE"
42;"SCATRI";0;"Current";"TRE"
42;"SCAZEL";0;"Current";"TRE"
42;"SCOBRA";0;"Current";"TRE"
42;"SCOIST";0;"Current";"TRE"
42;"SCOPLU";0;"Current";"TRE"
42;"SELSET";0;"Current";"TRE"
42;"SERBAL";0;"Current";"TRE"
42;"SERFLA";0;"Current";"TRE"
42;"SPAAMP";0;"Current";"TRE"
42;"SPAAXI";0;"Current";"TRE"
42;"SPAFRO";0;"Current";"TRE"
42;"SPASPP";0;"Current";"TRE"
42;"SPATUI";0;"Current";"TRE"
42;"SPHSPE";0;"Current";"TRE"
42;"SPHSPP";0;"Current";"TRE"
42;"STEFUS";1;"Current";"TRE"
42;"STEHIS";0;"Current";"TRE"
42;"STEPIC";0;"Current";"TRE"
42;"STEVAR";0;"Current";"TRE"
42;"SYNINT";0;"Current";"TRE"
42;"SYNSPP";0;"Current";"TRE"
42;"SYNSYN";0;"Current";"TRE"
42;"THANOR";0;"Current";"TRE"
43;"ABUSAX";0;"Current";"TRE"
43;"ACABAH";0;"Current";"TRE"
43;"ACACHI";0;"Current";"TRE"
43;"ACACOE";0;"Current";"TRE"
43;"ACAPOL";0;"Current";"TRE"
43;"ACAQUA";0;"Current";"TRE"
43;"AHLEGM";0;"Current";"TRE"
43;"ALPAFE";0;"Current";"TRE"
43;"AMBPIN";0;"Current";"TRE"
43;"ANISUR";0;"Current";"TRE"
43;"ANIVIR";2;"Current";"TRE"
43;"AULSTR";0;"Current";"TRE"
43;"AZUMUL";0;"Current";"TRE"
43;"BALVET";0;"Current";"TRE"
43;"BODPUL";0;"Current";"TRE"
43;"BODRUF";0;"Current";"TRE"
43;"CALPEN";0;"Current";"TRE"
43;"CANFIG";0;"Current";"TRE"
43;"CANMAC";0;"Current";"TRE"
43;"CANPUL";0;"Current";"TRE"
43;"CARBAR";0;"Current";"TRE"
43;"CARCRY";0;"Current";"TRE"
43;"CARLAT";0;"Current";"TRE"
43;"CARRUB";0;"Current";"TRE"
43;"CEPFUL";0;"Current";"TRE"
43;"CHAFAB";0;"Current";"TRE"
43;"CHASED";0;"Current";"TRE"
43;"CHASTR";0;"Current";"TRE"
43;"CHIRET";0;"Current";"TRE"
43;"CHISPI";0;"Current";"TRE"
43;"CHRJUB";0;"Current";"TRE"
43;"CLEBRA";0;"Current";"TRE"
43;"CORSPP";0;"Current";"TRE"
43;"CORGLA";0;"Current";"TRE"
43;"CORTHR";0;"Current";"TRE"
43;"CRYROS";0;"Current";"TRE"
43;"CTESAE";0;"Current";"TRE"
43;"DACVOL";0;"Current";"TRE"
43;"DERINE";0;"Current";"TRE"
43;"DIOHOL";0;"Current";"TRE"
43;"DIOHYS";0;"Current";"TRE"
43;"DIPARG";0;"Current";"TRE"
43;"DIPRAD";0;"Current";"TRE"
43;"DULAUR";0;"Current";"TRE"
43;"ELAFIG";0;"Current";"TRE"
43;"FISSPP";0;"Current";"TRE"
43;"GOBKAL";0;"Current";"TRE"
43;"GRABRA";0;"Current";"TRE"
43;"GYMFUN";0;"Current";"TRE"
43;"GYMMIL";0;"Current";"TRE"
43;"GYMMOR";0;"Current";"TRE"
43;"GYMVIC";0;"Current";"TRE"
43;"HAEATL";0;"Current";"TRE"
43;"HAEAUR";0;"Current";"TRE"
43;"HAEPAR";0;"Current";"TRE"
43;"HAEPLU";0;"Current";"TRE"
43;"HALBRA";0;"Current";"TRE"
43;"HALDIM";0;"Current";"TRE"
43;"HALPEN";1;"Current";"TRE"
43;"HALPOE";3;"Current";"TRE"
43;"HALSPP";0;"Current";"TRE"
43;"HETCRU";0;"Current";"TRE"
43;"HOLADS";0;"Current";"TRE"
43;"HOLCIL";0;"Current";"TRE"
43;"HOLTRI";0;"Current";"TRE"
43;"HYPFIS";0;"Current";"TRE"
43;"KYPSPP";0;"Current";"TRE"
43;"LABCRI";0;"Current";"TRE"
43;"LABNUC";0;"Current";"TRE"
43;"LUTALE";0;"Current";"TRE"
43;"LUTJOC";0;"Current";"TRE"
43;"MALDEL";0;"Current";"TRE"
43;"MALMAC";0;"Current";"TRE"
43;"MALZAL";0;"Current";"TRE"
43;"MICCHR";0;"Current";"TRE"
43;"MYRJAC";0;"Current";"TRE"
43;"OCYCHR";0;"Current";"TRE"
43;"ODODEN";0;"Current";"TRE"
43;"OPHTRI";0;"Current";"TRE"
43;"OPIAUR";0;"Current";"TRE"
43;"ORTRUB";0;"Current";"TRE"
43;"PAGPAG";0;"Current";"TRE"
43;"PARFUR";0;"Current";"TRE"
43;"PARLIN";0;"Current";"TRE"
43;"PARMAR";0;"Current";"TRE"
43;"PARMOR";0;"Current";"TRE"
43;"PARPIL";0;"Current";"TRE"
43;"PEMSCH";0;"Current";"TRE"
43;"POMARC";0;"Current";"TRE"
43;"POMPAR";0;"Current";"TRE"
43;"PRIARE";0;"Current";"TRE"
43;"PSEMAC";0;"Current";"TRE"
43;"PSEPER";0;"Current";"TRE"
43;"PTERAN";0;"Current";"TRE"
43;"RYPSAP";0;"Current";"TRE"
43;"SCATRI";0;"Current";"TRE"
43;"SCAZEL";0;"Current";"TRE"
43;"SCOBRA";0;"Current";"TRE"
43;"SCOIST";0;"Current";"TRE"
43;"SCOPLU";0;"Current";"TRE"
43;"SELSET";0;"Current";"TRE"
43;"SERBAL";0;"Current";"TRE"
43;"SERFLA";0;"Current";"TRE"
43;"SPAAMP";0;"Current";"TRE"
43;"SPAAXI";6;"Current";"TRE"
43;"SPAFRO";0;"Current";"TRE"
43;"SPASPP";0;"Current";"TRE"
43;"SPATUI";0;"Current";"TRE"
43;"SPHSPE";0;"Current";"TRE"
43;"SPHSPP";0;"Current";"TRE"
43;"STEFUS";4;"Current";"TRE"
43;"STEHIS";0;"Current";"TRE"
43;"STEPIC";0;"Current";"TRE"
43;"STEVAR";0;"Current";"TRE"
43;"SYNINT";0;"Current";"TRE"
43;"SYNSPP";0;"Current";"TRE"
43;"SYNSYN";0;"Current";"TRE"
43;"THANOR";0;"Current";"TRE"
44;"ABUSAX";0;"Current";"TRE"
44;"ACABAH";0;"Current";"TRE"
44;"ACACHI";0;"Current";"TRE"
44;"ACACOE";0;"Current";"TRE"
44;"ACAPOL";0;"Current";"TRE"
44;"ACAQUA";0;"Current";"TRE"
44;"AHLEGM";0;"Current";"TRE"
44;"ALPAFE";0;"Current";"TRE"
44;"AMBPIN";0;"Current";"TRE"
44;"ANISUR";0;"Current";"TRE"
44;"ANIVIR";5;"Current";"TRE"
44;"AULSTR";0;"Current";"TRE"
44;"AZUMUL";0;"Current";"TRE"
44;"BALVET";0;"Current";"TRE"
44;"BODPUL";0;"Current";"TRE"
44;"BODRUF";0;"Current";"TRE"
44;"CALPEN";0;"Current";"TRE"
44;"CANFIG";0;"Current";"TRE"
44;"CANMAC";0;"Current";"TRE"
44;"CANPUL";0;"Current";"TRE"
44;"CARBAR";0;"Current";"TRE"
44;"CARCRY";0;"Current";"TRE"
44;"CARLAT";0;"Current";"TRE"
44;"CARRUB";0;"Current";"TRE"
44;"CEPFUL";0;"Current";"TRE"
44;"CHAFAB";0;"Current";"TRE"
44;"CHASED";0;"Current";"TRE"
44;"CHASTR";4;"Current";"TRE"
44;"CHIRET";0;"Current";"TRE"
44;"CHISPI";0;"Current";"TRE"
44;"CHRJUB";0;"Current";"TRE"
44;"CLEBRA";0;"Current";"TRE"
44;"CORSPP";0;"Current";"TRE"
44;"CORGLA";0;"Current";"TRE"
44;"CORTHR";0;"Current";"TRE"
44;"CRYROS";0;"Current";"TRE"
44;"CTESAE";0;"Current";"TRE"
44;"DACVOL";0;"Current";"TRE"
44;"DERINE";0;"Current";"TRE"
44;"DIOHOL";0;"Current";"TRE"
44;"DIOHYS";0;"Current";"TRE"
44;"DIPARG";0;"Current";"TRE"
44;"DIPRAD";0;"Current";"TRE"
44;"DULAUR";0;"Current";"TRE"
44;"ELAFIG";0;"Current";"TRE"
44;"FISSPP";0;"Current";"TRE"
44;"GOBKAL";0;"Current";"TRE"
44;"GRABRA";0;"Current";"TRE"
44;"GYMFUN";0;"Current";"TRE"
44;"GYMMIL";0;"Current";"TRE"
44;"GYMMOR";0;"Current";"TRE"
44;"GYMVIC";0;"Current";"TRE"
44;"HAEATL";0;"Current";"TRE"
44;"HAEAUR";1;"Current";"TRE"
44;"HAEPAR";0;"Current";"TRE"
44;"HAEPLU";2;"Current";"TRE"
44;"HALBRA";1;"Current";"TRE"
44;"HALDIM";0;"Current";"TRE"
44;"HALPEN";2;"Current";"TRE"
44;"HALPOE";16;"Current";"TRE"
44;"HALSPP";0;"Current";"TRE"
44;"HETCRU";0;"Current";"TRE"
44;"HOLADS";1;"Current";"TRE"
44;"HOLCIL";0;"Current";"TRE"
44;"HOLTRI";0;"Current";"TRE"
44;"HYPFIS";0;"Current";"TRE"
44;"KYPSPP";0;"Current";"TRE"
44;"LABCRI";0;"Current";"TRE"
44;"LABNUC";0;"Current";"TRE"
44;"LUTALE";0;"Current";"TRE"
44;"LUTJOC";0;"Current";"TRE"
44;"MALDEL";0;"Current";"TRE"
44;"MALMAC";0;"Current";"TRE"
44;"MALZAL";3;"Current";"TRE"
44;"MICCHR";0;"Current";"TRE"
44;"MYRJAC";0;"Current";"TRE"
44;"OCYCHR";0;"Current";"TRE"
44;"ODODEN";0;"Current";"TRE"
44;"OPHTRI";0;"Current";"TRE"
44;"OPIAUR";0;"Current";"TRE"
44;"ORTRUB";1;"Current";"TRE"
44;"PAGPAG";0;"Current";"TRE"
44;"PARFUR";0;"Current";"TRE"
44;"PARLIN";0;"Current";"TRE"
44;"PARMAR";0;"Current";"TRE"
44;"PARMOR";1;"Current";"TRE"
44;"PARPIL";0;"Current";"TRE"
44;"PEMSCH";0;"Current";"TRE"
44;"POMARC";0;"Current";"TRE"
44;"POMPAR";0;"Current";"TRE"
44;"PRIARE";0;"Current";"TRE"
44;"PSEMAC";1;"Current";"TRE"
44;"PSEPER";0;"Current";"TRE"
44;"PTERAN";0;"Current";"TRE"
44;"RYPSAP";0;"Current";"TRE"
44;"SCATRI";0;"Current";"TRE"
44;"SCAZEL";0;"Current";"TRE"
44;"SCOBRA";0;"Current";"TRE"
44;"SCOIST";0;"Current";"TRE"
44;"SCOPLU";0;"Current";"TRE"
44;"SELSET";0;"Current";"TRE"
44;"SERBAL";0;"Current";"TRE"
44;"SERFLA";1;"Current";"TRE"
44;"SPAAMP";0;"Current";"TRE"
44;"SPAAXI";0;"Current";"TRE"
44;"SPAFRO";0;"Current";"TRE"
44;"SPASPP";0;"Current";"TRE"
44;"SPATUI";0;"Current";"TRE"
44;"SPHSPE";0;"Current";"TRE"
44;"SPHSPP";0;"Current";"TRE"
44;"STEFUS";5;"Current";"TRE"
44;"STEHIS";0;"Current";"TRE"
44;"STEPIC";0;"Current";"TRE"
44;"STEVAR";0;"Current";"TRE"
44;"SYNINT";0;"Current";"TRE"
44;"SYNSPP";0;"Current";"TRE"
44;"SYNSYN";0;"Current";"TRE"
44;"THANOR";0;"Current";"TRE"
45;"ABUSAX";0;"Current";"TRE"
45;"ACABAH";18;"Current";"TRE"
45;"ACACHI";0;"Current";"TRE"
45;"ACACOE";0;"Current";"TRE"
45;"ACAPOL";0;"Current";"TRE"
45;"ACAQUA";0;"Current";"TRE"
45;"AHLEGM";0;"Current";"TRE"
45;"ALPAFE";0;"Current";"TRE"
45;"AMBPIN";0;"Current";"TRE"
45;"ANISUR";0;"Current";"TRE"
45;"ANIVIR";0;"Current";"TRE"
45;"AULSTR";0;"Current";"TRE"
45;"AZUMUL";0;"Current";"TRE"
45;"BALVET";0;"Current";"TRE"
45;"BODPUL";0;"Current";"TRE"
45;"BODRUF";0;"Current";"TRE"
45;"CALPEN";0;"Current";"TRE"
45;"CANFIG";0;"Current";"TRE"
45;"CANMAC";0;"Current";"TRE"
45;"CANPUL";0;"Current";"TRE"
45;"CARBAR";0;"Current";"TRE"
45;"CARCRY";0;"Current";"TRE"
45;"CARLAT";0;"Current";"TRE"
45;"CARRUB";0;"Current";"TRE"
45;"CEPFUL";0;"Current";"TRE"
45;"CHAFAB";0;"Current";"TRE"
45;"CHASED";0;"Current";"TRE"
45;"CHASTR";9;"Current";"TRE"
45;"CHIRET";0;"Current";"TRE"
45;"CHISPI";0;"Current";"TRE"
45;"CHRJUB";0;"Current";"TRE"
45;"CLEBRA";0;"Current";"TRE"
45;"CORSPP";0;"Current";"TRE"
45;"CORGLA";0;"Current";"TRE"
45;"CORTHR";0;"Current";"TRE"
45;"CRYROS";0;"Current";"TRE"
45;"CTESAE";0;"Current";"TRE"
45;"DACVOL";0;"Current";"TRE"
45;"DERINE";0;"Current";"TRE"
45;"DIOHOL";0;"Current";"TRE"
45;"DIOHYS";0;"Current";"TRE"
45;"DIPARG";0;"Current";"TRE"
45;"DIPRAD";0;"Current";"TRE"
45;"DULAUR";0;"Current";"TRE"
45;"ELAFIG";0;"Current";"TRE"
45;"FISSPP";0;"Current";"TRE"
45;"GOBKAL";0;"Current";"TRE"
45;"GRABRA";0;"Current";"TRE"
45;"GYMFUN";0;"Current";"TRE"
45;"GYMMIL";0;"Current";"TRE"
45;"GYMMOR";0;"Current";"TRE"
45;"GYMVIC";0;"Current";"TRE"
45;"HAEATL";0;"Current";"TRE"
45;"HAEAUR";3;"Current";"TRE"
45;"HAEPAR";0;"Current";"TRE"
45;"HAEPLU";6;"Current";"TRE"
45;"HALBRA";0;"Current";"TRE"
45;"HALDIM";0;"Current";"TRE"
45;"HALPEN";0;"Current";"TRE"
45;"HALPOE";18;"Current";"TRE"
45;"HALSPP";0;"Current";"TRE"
45;"HETCRU";0;"Current";"TRE"
45;"HOLADS";1;"Current";"TRE"
45;"HOLCIL";0;"Current";"TRE"
45;"HOLTRI";0;"Current";"TRE"
45;"HYPFIS";0;"Current";"TRE"
45;"KYPSPP";0;"Current";"TRE"
45;"LABCRI";0;"Current";"TRE"
45;"LABNUC";0;"Current";"TRE"
45;"LUTALE";0;"Current";"TRE"
45;"LUTJOC";0;"Current";"TRE"
45;"MALDEL";0;"Current";"TRE"
45;"MALMAC";0;"Current";"TRE"
45;"MALZAL";0;"Current";"TRE"
45;"MICCHR";0;"Current";"TRE"
45;"MYRJAC";0;"Current";"TRE"
45;"OCYCHR";0;"Current";"TRE"
45;"ODODEN";0;"Current";"TRE"
45;"OPHTRI";0;"Current";"TRE"
45;"OPIAUR";0;"Current";"TRE"
45;"ORTRUB";0;"Current";"TRE"
45;"PAGPAG";0;"Current";"TRE"
45;"PARFUR";0;"Current";"TRE"
45;"PARLIN";0;"Current";"TRE"
45;"PARMAR";3;"Current";"TRE"
45;"PARMOR";0;"Current";"TRE"
45;"PARPIL";0;"Current";"TRE"
45;"PEMSCH";0;"Current";"TRE"
45;"POMARC";0;"Current";"TRE"
45;"POMPAR";0;"Current";"TRE"
45;"PRIARE";0;"Current";"TRE"
45;"PSEMAC";1;"Current";"TRE"
45;"PSEPER";0;"Current";"TRE"
45;"PTERAN";0;"Current";"TRE"
45;"RYPSAP";0;"Current";"TRE"
45;"SCATRI";0;"Current";"TRE"
45;"SCAZEL";0;"Current";"TRE"
45;"SCOBRA";0;"Current";"TRE"
45;"SCOIST";0;"Current";"TRE"
45;"SCOPLU";0;"Current";"TRE"
45;"SELSET";0;"Current";"TRE"
45;"SERBAL";0;"Current";"TRE"
45;"SERFLA";0;"Current";"TRE"
45;"SPAAMP";0;"Current";"TRE"
45;"SPAAXI";0;"Current";"TRE"
45;"SPAFRO";0;"Current";"TRE"
45;"SPASPP";0;"Current";"TRE"
45;"SPATUI";0;"Current";"TRE"
45;"SPHSPE";0;"Current";"TRE"
45;"SPHSPP";0;"Current";"TRE"
45;"STEFUS";1;"Current";"TRE"
45;"STEHIS";0;"Current";"TRE"
45;"STEPIC";0;"Current";"TRE"
45;"STEVAR";0;"Current";"TRE"
45;"SYNINT";0;"Current";"TRE"
45;"SYNSPP";0;"Current";"TRE"
45;"SYNSYN";0;"Current";"TRE"
45;"THANOR";0;"Current";"TRE"
46;"ABUSAX";0;"Current";"TRE"
46;"ACABAH";30;"Current";"TRE"
46;"ACACHI";0;"Current";"TRE"
46;"ACACOE";0;"Current";"TRE"
46;"ACAPOL";0;"Current";"TRE"
46;"ACAQUA";0;"Current";"TRE"
46;"AHLEGM";0;"Current";"TRE"
46;"ALPAFE";0;"Current";"TRE"
46;"AMBPIN";0;"Current";"TRE"
46;"ANISUR";0;"Current";"TRE"
46;"ANIVIR";5;"Current";"TRE"
46;"AULSTR";0;"Current";"TRE"
46;"AZUMUL";0;"Current";"TRE"
46;"BALVET";0;"Current";"TRE"
46;"BODPUL";0;"Current";"TRE"
46;"BODRUF";0;"Current";"TRE"
46;"CALPEN";0;"Current";"TRE"
46;"CANFIG";1;"Current";"TRE"
46;"CANMAC";0;"Current";"TRE"
46;"CANPUL";0;"Current";"TRE"
46;"CARBAR";0;"Current";"TRE"
46;"CARCRY";0;"Current";"TRE"
46;"CARLAT";0;"Current";"TRE"
46;"CARRUB";0;"Current";"TRE"
46;"CEPFUL";0;"Current";"TRE"
46;"CHAFAB";0;"Current";"TRE"
46;"CHASED";0;"Current";"TRE"
46;"CHASTR";4;"Current";"TRE"
46;"CHIRET";0;"Current";"TRE"
46;"CHISPI";0;"Current";"TRE"
46;"CHRJUB";0;"Current";"TRE"
46;"CLEBRA";0;"Current";"TRE"
46;"CORSPP";0;"Current";"TRE"
46;"CORGLA";0;"Current";"TRE"
46;"CORTHR";0;"Current";"TRE"
46;"CRYROS";0;"Current";"TRE"
46;"CTESAE";0;"Current";"TRE"
46;"DACVOL";0;"Current";"TRE"
46;"DERINE";0;"Current";"TRE"
46;"DIOHOL";0;"Current";"TRE"
46;"DIOHYS";0;"Current";"TRE"
46;"DIPARG";2;"Current";"TRE"
46;"DIPRAD";0;"Current";"TRE"
46;"DULAUR";0;"Current";"TRE"
46;"ELAFIG";0;"Current";"TRE"
46;"FISSPP";0;"Current";"TRE"
46;"GOBKAL";0;"Current";"TRE"
46;"GRABRA";0;"Current";"TRE"
46;"GYMFUN";0;"Current";"TRE"
46;"GYMMIL";0;"Current";"TRE"
46;"GYMMOR";0;"Current";"TRE"
46;"GYMVIC";0;"Current";"TRE"
46;"HAEATL";0;"Current";"TRE"
46;"HAEAUR";50;"Current";"TRE"
46;"HAEPAR";0;"Current";"TRE"
46;"HAEPLU";0;"Current";"TRE"
46;"HALBRA";0;"Current";"TRE"
46;"HALDIM";0;"Current";"TRE"
46;"HALPEN";0;"Current";"TRE"
46;"HALPOE";8;"Current";"TRE"
46;"HALSPP";0;"Current";"TRE"
46;"HETCRU";0;"Current";"TRE"
46;"HOLADS";0;"Current";"TRE"
46;"HOLCIL";0;"Current";"TRE"
46;"HOLTRI";0;"Current";"TRE"
46;"HYPFIS";0;"Current";"TRE"
46;"KYPSPP";0;"Current";"TRE"
46;"LABCRI";0;"Current";"TRE"
46;"LABNUC";0;"Current";"TRE"
46;"LUTALE";0;"Current";"TRE"
46;"LUTJOC";0;"Current";"TRE"
46;"MALDEL";0;"Current";"TRE"
46;"MALMAC";0;"Current";"TRE"
46;"MALZAL";0;"Current";"TRE"
46;"MICCHR";0;"Current";"TRE"
46;"MYRJAC";0;"Current";"TRE"
46;"OCYCHR";2;"Current";"TRE"
46;"ODODEN";0;"Current";"TRE"
46;"OPHTRI";0;"Current";"TRE"
46;"OPIAUR";0;"Current";"TRE"
46;"ORTRUB";0;"Current";"TRE"
46;"PAGPAG";0;"Current";"TRE"
46;"PARFUR";0;"Current";"TRE"
46;"PARLIN";0;"Current";"TRE"
46;"PARMAR";0;"Current";"TRE"
46;"PARMOR";0;"Current";"TRE"
46;"PARPIL";0;"Current";"TRE"
46;"PEMSCH";0;"Current";"TRE"
46;"POMARC";0;"Current";"TRE"
46;"POMPAR";0;"Current";"TRE"
46;"PRIARE";0;"Current";"TRE"
46;"PSEMAC";1;"Current";"TRE"
46;"PSEPER";0;"Current";"TRE"
46;"PTERAN";0;"Current";"TRE"
46;"RYPSAP";0;"Current";"TRE"
46;"SCATRI";0;"Current";"TRE"
46;"SCAZEL";0;"Current";"TRE"
46;"SCOBRA";0;"Current";"TRE"
46;"SCOIST";0;"Current";"TRE"
46;"SCOPLU";0;"Current";"TRE"
46;"SELSET";0;"Current";"TRE"
46;"SERBAL";0;"Current";"TRE"
46;"SERFLA";1;"Current";"TRE"
46;"SPAAMP";0;"Current";"TRE"
46;"SPAAXI";0;"Current";"TRE"
46;"SPAFRO";0;"Current";"TRE"
46;"SPASPP";0;"Current";"TRE"
46;"SPATUI";0;"Current";"TRE"
46;"SPHSPE";0;"Current";"TRE"
46;"SPHSPP";0;"Current";"TRE"
46;"STEFUS";8;"Current";"TRE"
46;"STEHIS";0;"Current";"TRE"
46;"STEPIC";0;"Current";"TRE"
46;"STEVAR";0;"Current";"TRE"
46;"SYNINT";0;"Current";"TRE"
46;"SYNSPP";0;"Current";"TRE"
46;"SYNSYN";0;"Current";"TRE"
46;"THANOR";0;"Current";"TRE"
47;"ABUSAX";0;"Current";"TRE"
47;"ACABAH";5;"Current";"TRE"
47;"ACACHI";0;"Current";"TRE"
47;"ACACOE";0;"Current";"TRE"
